Index,Parcel List
871,19-05-15-2-002-061.000
872,19-05-15-2-002-062.000
873,19-05-15-2-002-063.000
874,19-05-15-2-002-063.001
875,19-05-15-2-002-063.002
876,19-05-15-2-002-063.003
877,19-05-15-2-002-063.004
878,19-05-15-2-002-063.006
879,19-05-15-2-002-063.007
880,19-05-15-2-002-063.008
881,19-05-15-2-002-063.009
882,19-05-15-2-002-063.011
883,19-05-15-2-002-063.012
884,19-05-15-2-002-063.013
885,19-05-15-2-002-063.014
886,19-05-15-2-002-063.015
887,19-05-15-2-003-001.000
888,19-05-15-2-003-002.000
889,19-05-15-2-003-003.000
890,19-05-15-2-003-004.000
891,19-05-15-2-003-005.000
892,19-05-15-2-003-006.000
893,19-05-15-2-003-007.000
894,19-05-15-2-003-008.000
895,19-05-15-2-003-009.000
896,19-05-15-2-003-010.000
897,19-05-15-2-003-011.000
898,19-05-15-2-003-012.000
899,19-05-15-2-003-013.000
900,19-05-15-2-003-014.000
901,19-05-15-2-003-015.000
902,19-05-15-2-003-016.000
903,19-05-15-2-003-017.000
904,19-05-15-2-003-018.000
905,19-05-15-2-003-019.000
906,19-05-15-2-003-020.000
907,19-05-15-2-003-021.000
908,19-05-15-2-003-022.000
909,19-05-15-2-003-023.000
910,19-05-15-2-003-024.000
911,19-05-15-2-003-025.000
912,19-05-15-2-003-026.000
913,19-05-15-2-003-027.000
914,19-05-15-2-003-028.000
915,19-05-15-2-003-029.000
916,19-05-15-2-003-030.000
917,19-05-15-2-003-030.001
918,19-05-15-2-003-031.000
919,19-05-15-2-003-032.000
920,19-05-15-2-003-033.000
921,19-05-15-2-003-034.000
922,19-05-15-2-003-035.000
923,19-05-15-2-003-036.000
924,19-05-15-2-003-037.000
925,19-05-15-2-003-038.000
926,19-05-15-2-003-039.000
927,19-05-15-2-003-040.000
928,19-05-15-2-003-041.000
929,19-05-15-2-003-041.001
930,19-05-15-2-003-042.000
931,19-05-15-2-003-043.000
932,19-05-15-2-003-044.000
933,19-05-15-2-003-045.000
934,19-05-15-2-003-046.000
935,19-05-15-2-003-047.000
936,19-05-15-2-003-047.001
937,19-05-15-2-003-047.002
938,19-05-15-2-003-048.000
939,19-05-15-2-003-049.000
940,19-05-15-2-003-050.000
941,19-05-15-2-003-051.000
942,19-05-15-2-003-052.000
943,19-05-15-2-003-053.000
944,19-05-15-2-003-054.000
945,19-05-15-2-003-055.000
946,19-05-15-2-003-056.000
947,19-05-15-2-003-057.000
948,19-05-15-2-003-058.000
949,19-05-15-2-003-059.000
950,19-05-15-2-003-060.000
951,19-05-15-2-003-061.000
952,19-05-15-2-003-062.000
953,19-05-15-2-003-063.000
954,19-05-15-2-003-064.000
955,19-05-15-2-003-064.001
956,19-05-15-2-003-064.002
957,19-05-15-2-003-064.003
958,19-05-15-3-000-001.000
959,19-05-15-3-000-001.001
960,19-05-15-3-000-002.000
961,19-05-15-3-000-003.000
962,19-05-15-3-000-003.001
963,19-05-15-3-000-003.002
964,19-05-15-3-000-004.000
965,19-05-15-3-000-004.001
966,19-05-15-3-000-004.002
967,19-05-15-3-000-004.003
968,19-05-15-3-000-004.004
969,19-05-15-3-000-004.005
970,19-05-15-3-000-004.006
971,19-05-15-3-000-004.007
972,19-05-15-3-000-004.008
973,19-05-15-3-000-004.009
974,19-05-15-3-000-004.010
975,19-05-15-3-000-004.011
976,19-05-15-3-000-004.012
977,19-05-15-3-000-004.013
978,19-05-15-3-000-004.015
979,19-05-15-3-000-004.016
980,19-05-15-3-000-004.017
981,19-05-15-3-000-004.018
982,19-05-15-3-000-004.020
983,19-05-15-3-000-004.021
984,19-05-15-3-000-005.000
985,19-05-15-3-000-005.001
986,19-05-15-3-000-006.000
987,19-05-15-3-000-006.001
988,19-05-15-3-000-006.002
989,19-05-15-3-000-006.003
990,19-05-15-3-000-006.004
991,19-05-15-3-000-006.005
992,19-05-15-3-000-006.006
993,19-05-15-3-000-006.007
994,19-05-15-3-000-006.008
995,19-05-15-3-000-006.009
996,19-05-15-3-000-006.010
997,19-05-15-3-000-006.011
998,19-05-15-3-000-006.012
999,19-05-15-3-000-006.013
1000,19-05-15-3-000-006.014
1001,19-05-15-3-000-006.015
1002,19-05-15-3-000-006.016
1003,19-05-15-3-000-006.018
1004,19-05-15-3-000-006.019
1005,19-05-15-3-000-006.020
1006,19-05-15-3-000-006.021
1007,19-05-15-3-000-006.022
1008,19-05-15-3-000-006.023
1009,19-05-15-3-000-006.024
1010,19-05-15-3-000-006.025
1011,19-05-15-3-000-006.026
1012,19-05-15-3-000-006.027
1013,19-05-15-3-000-006.028
1014,19-05-15-3-000-006.029
1015,19-05-15-3-000-006.030
1016,19-05-15-3-000-006.032
1017,19-05-15-3-000-006.033
1018,19-05-15-3-000-006.034
1019,19-05-15-3-000-006.035
1020,19-05-15-3-000-006.037
1021,19-05-15-3-000-006.038
1022,19-05-15-3-000-006.039
1023,19-05-15-3-000-006.040
1024,19-05-15-3-000-006.041
1025,19-05-15-3-000-006.042
1026,19-05-15-3-000-006.043
1027,19-05-15-3-000-006.044
1028,19-05-15-3-000-006.045
1029,19-05-15-3-000-006.046
1030,19-05-15-3-000-006.047
1031,19-05-15-3-000-006.048
1032,19-05-15-3-000-006.049
1033,19-05-15-3-000-006.050
1034,19-05-15-3-000-006.051
1035,19-05-15-3-000-006.052
1036,19-05-15-3-000-006.053
1037,19-05-15-3-000-006.054
1038,19-05-15-3-000-006.055
1039,19-05-15-3-000-006.056
1040,19-05-15-3-000-006.057
1041,19-05-15-3-000-006.058
1042,19-05-15-3-000-006.059
1043,19-05-15-3-000-007.000
1044,19-05-15-3-000-007.001
1045,19-05-15-3-000-008.000
1046,19-05-15-3-000-008.001
1047,19-05-15-3-000-009.000
1048,19-05-15-3-000-010.000
1049,19-05-15-3-000-010.001
1050,19-05-15-4-000-001.000
1051,19-05-15-4-000-002.000
1052,19-05-15-4-000-003.000
1053,19-05-15-4-000-004.000
1054,19-05-15-4-000-005.000
1055,19-05-15-4-000-006.000
1056,19-05-15-4-000-007.000
1057,19-05-15-4-000-008.000
1058,19-05-15-4-000-009.000
1059,19-05-15-4-000-010.000
1060,19-05-15-4-000-011.000
1061,19-05-15-4-000-012.000
1062,19-05-15-4-000-013.000
1063,19-05-15-4-000-014.000
1064,19-05-15-4-000-015.000
1065,19-05-15-4-000-016.000
1066,19-05-15-4-000-017.000
1067,19-05-15-4-000-017.001
1068,19-05-15-4-000-017.002
1069,19-05-15-4-000-017.003
1070,19-05-15-4-000-017.004
1071,19-05-15-4-000-017.005
1072,19-05-15-4-000-017.006
1073,19-05-15-4-000-017.007
1074,19-05-15-4-000-017.008
1075,19-05-15-4-000-017.009
1076,19-05-15-4-000-017.010
1077,19-05-15-4-000-017.011
1078,19-05-15-4-000-017.012
1079,19-05-15-4-000-017.013
1080,19-05-15-4-000-017.014
1081,19-05-15-4-000-017.015
1082,19-05-15-4-000-017.016
1083,19-05-15-4-000-018.000
1084,19-05-15-4-000-019.000
1085,19-05-15-4-000-020.000
1086,19-05-15-4-000-021.000
1087,19-05-15-4-000-022.000
1088,19-05-15-4-000-023.000
1089,19-05-15-4-000-024.000
1090,19-05-15-4-000-025.000
1091,19-05-15-4-000-026.000
1092,19-05-15-4-000-027.000
1093,19-05-15-4-000-028.000
1094,19-05-15-4-000-029.000
1095,19-05-15-4-000-030.000
1096,19-05-15-4-000-031.000
1097,19-05-15-4-000-032.000
1098,19-05-15-4-000-033.000
1099,19-05-15-4-000-034.000
1100,19-05-15-4-000-035.000
1101,19-05-15-4-000-036.000
1102,19-05-15-4-000-037.000
1103,19-05-15-4-000-038.000
1104,19-05-15-4-000-039.000
1105,19-05-15-4-000-040.000
1106,19-05-15-4-000-041.000
1107,19-05-15-4-000-042.000
1108,19-05-15-4-000-043.000
1109,19-05-15-4-000-044.000
1110,19-05-15-4-000-045.000
1111,19-05-15-4-000-046.000
1112,19-05-15-4-000-047.000
1113,19-05-15-4-000-048.000
1114,19-05-15-4-000-049.000
1115,19-05-15-4-000-050.000
1116,19-05-15-4-000-051.000
1117,19-05-15-4-000-052.000
1118,19-05-15-4-000-053.000
1119,19-05-15-4-000-054.000
1120,19-05-15-4-000-055.000
1121,19-05-15-4-000-056.000
1122,19-05-15-4-000-057.000
1123,19-05-15-4-000-058.000
1124,19-05-15-4-000-059.000
1125,19-05-15-4-000-060.000
1126,19-05-15-4-000-061.000
1127,19-05-15-4-000-062.000
1128,19-05-15-4-000-063.000
1129,19-05-15-4-000-064.000
1130,19-05-15-4-000-065.000
1131,19-05-15-4-000-066.000
1132,19-05-15-4-000-067.000
1133,19-05-15-4-000-067.001
1134,19-05-15-4-000-068.000
1135,19-05-15-4-000-069.000
1136,19-05-15-4-000-070.000
1137,19-05-15-4-000-071.000
1138,19-05-15-4-000-072.000
1139,19-05-15-4-000-073.000
1140,19-05-15-4-000-074.000
1141,19-05-15-4-000-074.001
1142,19-05-15-4-000-075.000
1143,19-05-15-4-000-076.000
1144,19-05-15-4-000-077.000
1145,19-05-15-4-000-077.001
1146,19-05-15-4-000-078.000
1147,19-05-15-4-000-079.001
1148,19-05-15-4-000-079.003
1149,19-05-15-4-000-079.005
1150,19-05-15-4-000-079.006
1151,19-05-15-4-000-079.007
1152,19-05-15-4-000-079.008
1153,19-05-15-4-000-079.009
1154,19-05-15-4-000-079.010
1155,19-05-15-4-000-079.011
1156,19-05-15-4-000-079.012
1157,19-05-15-4-000-079.013
1158,19-05-15-4-000-080.000
1159,19-05-15-4-000-081.000
1160,19-05-15-4-000-082.000
1161,19-05-15-4-000-083.000
1162,19-05-15-4-000-084.000
1163,19-05-15-4-000-085.000
1164,19-05-15-4-000-086.000
1165,19-05-15-4-000-087.000
1166,19-05-15-4-000-087.001
1167,19-05-15-4-000-088.000
1168,19-05-15-4-000-089.000
1169,19-05-15-4-000-090.000
1170,19-05-15-4-000-091.000
1171,19-05-15-4-000-092.000
1172,19-05-15-4-000-092.001
1173,19-05-15-4-000-093.000
1174,19-05-15-4-000-094.000
1175,19-05-15-4-000-095.000
1176,19-05-15-4-000-096.000
1177,19-05-15-4-000-097.000
1178,19-05-15-4-000-098.000
1179,19-05-15-4-000-099.000
1180,19-05-15-4-000-100.000
1181,19-05-15-4-000-101.000
1182,19-05-15-4-000-102.000
1183,19-05-15-4-000-103.000
1184,19-05-15-4-000-103.001
1185,19-05-15-4-000-104.000
1186,19-05-15-4-000-105.000
1187,19-05-15-4-000-106.000
1188,19-05-15-4-000-107.000
1189,19-05-15-4-000-108.000
1190,19-05-15-4-000-109.000
1191,19-05-15-4-000-109.001
1192,19-05-15-4-000-110.000
1193,19-05-15-4-000-110.001
1194,19-05-15-4-000-111.000
1195,19-05-15-4-000-112.000
1196,19-05-15-4-000-113.000
1197,19-05-15-4-000-114.000
1198,19-05-15-4-000-115.000
1199,19-05-15-4-000-116.000
1200,19-05-15-4-000-117.000
1201,19-05-15-4-000-118.000
1202,19-05-15-4-000-119.000
1203,19-05-15-4-000-120.000
1204,19-05-15-4-000-121.000
1205,19-05-15-4-000-122.000
1206,19-05-15-4-000-122.002
1207,19-05-15-4-000-122.003
1208,19-05-15-4-000-123.000
1209,19-05-15-4-000-123.001
1210,19-05-15-4-000-123.002
1211,19-05-15-4-000-123.003
1212,19-05-15-4-000-123.004
1213,19-05-15-4-000-123.005
1214,19-05-15-4-000-123.006
1215,19-05-15-4-000-123.007
1216,19-05-15-4-000-123.008
1217,19-05-15-4-000-123.009
1218,19-05-15-4-000-123.010
1219,19-05-15-4-000-123.011
1220,19-05-15-4-000-123.012
1221,19-05-15-4-000-123.014
1222,19-05-15-4-000-123.015
1223,19-05-15-4-000-123.016
1224,19-05-15-4-000-123.017
1225,19-05-15-4-000-123.018
1226,19-05-15-4-000-123.019
1227,19-05-15-4-000-123.020
1228,19-05-15-4-000-123.021
1229,19-05-15-4-000-123.022
1230,19-05-15-4-000-123.023
1231,19-05-15-4-000-123.024
1232,19-05-15-4-000-123.025
1233,19-05-15-4-000-123.026
1234,19-05-15-4-000-123.027
1235,19-05-15-4-000-123.028
1236,19-05-15-4-000-123.029
1237,19-05-15-4-000-123.030
1238,19-05-15-4-000-123.031
1239,19-05-15-4-000-123.032
1240,19-05-15-4-000-123.033
1241,19-05-15-4-000-123.034
1242,19-05-15-4-000-123.035
1243,19-05-15-4-000-123.036
1244,19-05-15-4-000-123.037
1245,19-05-15-4-000-123.038
1246,19-05-15-4-000-123.041
1247,19-05-15-4-000-124.000
1248,19-05-15-4-000-125.000
1249,19-05-15-4-000-126.000
1250,19-05-15-4-000-127.000
1251,19-05-15-4-000-127.001
1252,19-05-15-4-000-128.000
1253,19-05-15-4-000-129.000
1254,19-05-15-4-000-130.000
1255,19-05-15-4-000-131.000
1256,19-05-15-4-000-131.001
1257,19-05-15-4-000-132.000
1258,19-05-15-4-000-133.000
1259,19-05-15-4-000-134.000
1260,19-05-15-4-000-135.000
1261,19-05-15-4-000-136.000
1262,19-05-15-4-000-137.000
1263,19-05-15-4-000-138.000
1264,19-05-16-1-000-001.000
1265,19-05-16-1-000-002.000
1266,19-05-16-1-000-003.000
1267,19-05-16-1-000-004.000
1268,19-05-16-1-000-005.000
1269,19-05-16-1-000-006.000
1270,19-05-16-1-000-007.000
1271,19-05-16-1-000-007.001
1272,19-05-16-1-000-008.000
1273,19-05-16-1-000-008.001
1274,19-05-16-1-000-009.000
1275,19-05-16-1-000-010.000
1276,19-05-16-1-000-011.000
1277,19-05-16-1-000-012.000
1278,19-05-16-1-000-013.000
1279,19-05-16-1-000-014.000
1280,19-05-16-1-000-015.000
1281,19-05-16-1-000-015.001
1282,19-05-16-1-000-016.000
1283,19-05-16-1-000-017.000
1284,19-05-16-1-000-018.000
1285,19-05-16-1-000-019.000
1286,19-05-16-1-000-019.001
1287,19-05-16-1-000-019.002
1288,19-05-16-1-000-019.003
1289,19-05-16-1-000-020.000
1290,19-05-16-1-000-021.000
1291,19-05-16-1-000-022.000
1292,19-05-16-1-000-023.000
1293,19-05-16-1-000-024.000
1294,19-05-16-1-000-025.000
1295,19-05-16-1-000-026.000
1296,19-05-16-1-000-027.000
1297,19-05-16-1-000-028.000
1298,19-05-16-1-000-029.000
1299,19-05-16-1-000-030.000
1300,19-05-16-1-000-031.000
1301,19-05-16-1-000-032.000
1302,19-05-16-1-000-032.001
1303,19-05-16-1-000-032.002
1304,19-05-16-1-000-033.000
1305,19-05-16-1-000-034.000
1306,19-05-16-1-000-035.000
1307,19-05-16-1-000-036.000
1308,19-05-16-1-000-037.000
1309,19-05-16-1-000-038.000
1310,19-05-16-1-000-039.000
1311,19-05-16-1-000-041.000
1312,19-05-16-1-000-042.000
1313,19-05-16-1-000-042.001
1314,19-05-16-1-000-042.002
1315,19-05-16-1-000-042.003
1316,19-05-16-1-000-042.004
1317,19-05-16-1-000-044.000
1318,19-05-16-1-000-045.000
1319,19-05-16-1-000-045.001
1320,19-05-16-1-000-046.000
1321,19-05-16-1-000-047.000
1322,19-05-16-1-000-048.000
1323,19-05-16-1-000-049.000
1324,19-05-16-1-000-050.000
1325,19-05-16-1-000-051.000
1326,19-05-16-1-000-052.000
1327,19-05-16-1-000-053.000
1328,19-05-16-1-000-054.000
1329,19-05-16-1-000-055.000
1330,19-05-16-1-000-056.000
1331,19-05-16-1-000-057.000
1332,19-05-16-1-000-058.000
1333,19-05-16-1-000-060.000
1334,19-05-16-1-000-061.000
1335,19-05-16-1-000-062.000
1336,19-05-16-1-000-063.000
1337,19-05-16-1-000-064.000
1338,19-05-16-1-000-065.000
1339,19-05-16-1-000-066.000
1340,19-05-16-1-000-067.000
1341,19-05-16-1-000-068.000
1342,19-05-16-1-000-069.000
1343,19-05-16-1-000-069.001
1344,19-05-16-1-000-070.000
1345,19-05-16-1-000-071.000
1346,19-05-16-1-000-072.000
1347,19-05-16-1-000-073.000
1348,19-05-16-1-000-074.000
1349,19-05-16-1-000-075.000
1350,19-05-16-1-000-075.001
1351,19-05-16-1-000-075.002
1352,19-05-16-2-000-001.000
1353,19-05-16-2-000-003.000
1354,19-05-16-2-000-004.000
1355,19-05-16-2-000-005.000
1356,19-05-16-2-000-006.000
1357,19-05-16-2-000-007.000
1358,19-05-16-2-000-008.000
1359,19-05-16-2-000-008.001
1360,19-05-16-2-000-008.002
1361,19-05-16-2-000-009.000
1362,19-05-16-2-000-010.000
1363,19-05-16-2-000-011.000
1364,19-05-16-2-000-012.000
1365,19-05-16-2-000-013.000
1366,19-05-16-2-000-015.000
1367,19-05-16-2-000-015.002
1368,19-05-16-2-000-017.000
1369,19-05-16-2-000-017.001
1370,19-05-16-2-000-018.000
1371,19-05-16-2-000-019.000
1372,19-05-16-2-000-020.000
1373,19-05-16-2-000-021.000
1374,19-05-16-2-000-022.000
1375,19-05-16-2-000-023.000
1376,19-05-16-2-000-024.000
1377,19-05-16-2-000-025.000
1378,19-05-16-2-000-026.000
1379,19-05-16-2-000-027.000
1380,19-05-16-2-000-028.000
1381,19-05-16-2-000-029.000
1382,19-05-16-2-000-032.000
1383,19-05-16-2-000-033.000
1384,19-05-16-2-000-033.001
1385,19-05-16-2-000-034.000
1386,19-05-16-2-000-034.001
1387,19-05-16-2-000-034.002
1388,19-05-16-2-000-035.000
1389,19-05-16-2-000-037.000
1390,19-05-16-2-000-040.000
1391,19-05-16-2-000-041.000
1392,19-05-16-2-000-042.000
1393,19-05-16-2-000-044.000
1394,19-05-16-2-000-045.000
1395,19-05-16-2-000-046.000
1396,19-05-16-2-000-047.000
1397,19-05-16-2-000-048.000
1398,19-05-16-2-000-049.000
1399,19-05-16-2-000-050.000
1400,19-05-16-2-000-051.000
1401,19-05-16-2-000-052.000
1402,19-05-16-2-000-053.000
1403,19-05-16-2-000-053.001
1404,19-05-16-2-000-054.000
1405,19-05-16-2-000-055.000
1406,19-05-16-2-000-056.000
1407,19-05-16-2-000-057.000
1408,19-05-16-2-000-058.000
1409,19-05-16-2-000-059.000
1410,19-05-16-2-000-060.000
1411,19-05-16-2-000-061.000
1412,19-05-16-2-000-062.000
1413,19-05-16-2-000-063.000
1414,19-05-16-2-000-064.000
1415,19-05-16-2-000-064.001
1416,19-05-16-2-000-065.000
1417,19-05-16-2-000-067.000
1418,19-05-16-2-000-068.000
1419,19-05-16-2-000-069.000
1420,19-05-16-2-000-070.000
1421,19-05-16-2-000-071.000
1422,19-05-16-2-000-072.000
1423,19-05-16-2-000-073.000
1424,19-05-16-2-000-074.000
1425,19-05-16-2-000-075.000
1426,19-05-16-2-000-077.000
1427,19-05-16-2-000-079.000
1428,19-05-16-2-000-080.000
1429,19-05-16-2-000-080.001
1430,19-05-16-2-000-081.000
1431,19-05-16-2-000-082.000
1432,19-05-16-2-000-083.000
1433,19-05-16-2-000-083.001
1434,19-05-16-2-000-084.000
1435,19-05-16-2-000-085.000
1436,19-05-16-2-000-086.000
1437,19-05-16-2-000-087.000
1438,19-05-16-2-000-088.000
1439,19-05-16-2-000-089.000
1440,19-05-16-2-000-090.000
1441,19-05-16-2-000-091.000
1442,19-05-16-2-000-092.000
1443,19-05-16-2-000-093.000
1444,19-05-16-2-000-093.001
1445,19-05-16-2-000-094.000
1446,19-05-16-2-000-094.001
1447,19-05-16-2-000-094.002
1448,19-05-16-2-000-094.003
1449,19-05-16-2-000-094.004
1450,19-05-16-2-000-094.006
1451,19-05-16-2-000-094.007
1452,19-05-16-2-000-094.008
1453,19-05-16-2-000-094.009
1454,19-05-16-2-000-094.010
1455,19-05-16-2-000-094.011
1456,19-05-16-2-000-095.000
1457,19-05-16-2-000-095.001
1458,19-05-16-2-000-095.002
1459,19-05-16-2-000-095.003
1460,19-05-16-2-000-095.004
1461,19-05-16-2-000-095.005
1462,19-05-16-2-000-095.006
1463,19-05-16-2-000-095.007
1464,19-05-16-2-000-095.008
1465,19-05-16-3-000-001.000
1466,19-05-16-3-000-002.000
1467,19-05-16-3-000-002.001
1468,19-05-16-3-000-002.002
1469,19-05-16-3-000-003.000
1470,19-05-16-3-000-005.000
1471,19-05-16-3-000-006.000
1472,19-05-16-3-000-007.000
1473,19-05-16-3-000-008.000
1474,19-05-16-3-000-011.000
1475,19-05-16-3-000-012.000
1476,19-05-16-3-000-013.000
1477,19-05-16-3-000-015.000
1478,19-05-16-3-000-015.001
1479,19-05-16-3-000-016.000
1480,19-05-16-3-000-017.000
1481,19-05-16-3-000-018.000
1482,19-05-16-3-000-018.002
1483,19-05-16-3-000-019.000
1484,19-05-16-3-000-020.000
1485,19-05-16-3-000-021.000
1486,19-05-16-3-000-022.000
1487,19-05-16-3-000-023.000
1488,19-05-16-3-000-024.000
1489,19-05-16-3-000-024.001
1490,19-05-16-3-000-024.002
1491,19-05-16-3-000-024.003
1492,19-05-16-3-000-024.004
1493,19-05-16-3-000-024.005
1494,19-05-16-3-000-024.006
1495,19-05-16-3-000-024.007
1496,19-05-16-3-000-024.008
1497,19-05-16-3-000-024.009
1498,19-05-16-3-000-024.010
1499,19-05-16-3-000-024.011
1500,19-05-16-3-000-024.012
1501,19-05-16-3-000-024.013
1502,19-05-16-3-000-024.014
1503,19-05-16-3-000-024.015
1504,19-05-16-3-000-024.016
1505,19-05-16-3-000-024.017
1506,19-05-16-3-000-024.018
1507,19-05-16-3-000-024.019
1508,19-05-16-3-000-024.020
1509,19-05-16-3-000-024.021
1510,19-05-16-3-000-024.022
1511,19-05-16-3-000-024.023
1512,19-05-16-3-000-024.024
1513,19-05-16-3-000-024.025
1514,19-05-16-3-000-024.026
1515,19-05-16-3-000-024.027
1516,19-05-16-3-000-024.028
1517,19-05-16-3-000-024.029
1518,19-05-16-3-000-024.030
1519,19-05-16-3-000-024.031
1520,19-05-16-3-000-024.032
1521,19-05-16-3-000-025.000
1522,19-05-16-3-000-026.000
1523,19-05-16-3-000-027.000
1524,19-05-16-3-000-028.000
1525,19-05-16-4-000-001.000
1526,19-05-16-4-000-001.001
1527,19-05-16-4-000-001.002
1528,19-05-16-4-000-001.003
1529,19-05-16-4-000-002.000
1530,19-05-16-4-000-002.001
1531,19-05-16-4-000-002.002
1532,19-05-16-4-000-002.003
1533,19-05-16-4-000-002.004
1534,19-05-16-4-000-002.005
1535,19-05-16-4-000-002.006
1536,19-05-16-4-000-002.007
1537,19-05-16-4-000-002.008
1538,19-05-16-4-000-002.009
1539,19-05-16-4-000-002.010
1540,19-05-16-4-000-002.011
1541,19-05-16-4-000-002.012
1542,19-05-16-4-000-002.013
1543,19-05-16-4-000-002.014
1544,19-05-16-4-000-002.015
1545,19-05-16-4-000-002.016
1546,19-05-16-4-000-002.017
1547,19-05-16-4-000-002.018
1548,19-05-16-4-000-003.000
1549,19-05-16-4-000-003.001
1550,19-05-16-4-000-003.002
1551,19-05-16-4-000-004.000
1552,19-05-16-4-000-004.001
1553,19-05-16-4-000-004.002
1554,19-05-16-4-000-005.000
1555,19-05-16-4-000-005.001
1556,19-05-16-4-000-005.002
1557,19-05-21-0-000-001.000
1558,19-05-21-0-000-002.000
1559,19-05-21-0-000-002.001
1560,19-05-21-0-000-002.002
1561,19-05-21-0-000-002.003
1562,19-05-21-0-000-003.000
1563,19-05-21-0-000-003.001
1564,19-05-21-0-000-004.000
1565,19-05-21-0-000-005.000
1566,19-05-21-0-000-006.000
1567,19-05-21-0-000-007.000
1568,19-05-21-0-000-008.000
1569,19-05-21-0-000-008.001
1570,19-05-21-0-000-008.002
1571,19-05-21-0-000-008.003
1572,19-05-21-0-000-008.004
1573,19-05-21-0-000-008.005
1574,19-05-21-0-000-008.006
1575,19-05-21-0-000-008.007
1576,19-05-21-0-000-008.008
1577,19-05-21-0-000-008.009
1578,19-05-21-0-000-008.010
1579,19-05-21-0-000-008.011
1580,19-05-21-0-000-008.012
1581,19-05-21-0-000-008.013
1582,19-05-21-0-000-008.014
1583,19-05-21-0-000-008.015
1584,19-05-21-0-000-008.016
1585,19-05-21-0-000-008.017
1586,19-05-21-0-000-008.018
1587,19-05-21-0-000-008.019
1588,19-05-21-0-000-008.020
1589,19-05-21-0-000-008.021
1590,19-05-21-0-000-008.022
1591,19-05-21-0-000-008.023
1592,19-05-21-0-000-009.001
1593,19-05-21-0-000-009.002
1594,19-05-21-0-000-009.003
1595,19-05-21-0-000-009.004
1596,19-05-21-0-000-009.005
1597,19-05-21-0-000-009.006
1598,19-05-21-0-000-009.007
1599,19-05-21-0-000-009.008
1600,19-05-21-0-000-009.009
1601,19-05-21-0-000-009.010
1602,19-05-21-0-000-009.011
1603,19-05-21-0-000-009.012
1604,19-05-21-0-000-009.013
1605,19-05-21-0-000-009.014
1606,19-05-21-0-000-009.015
1607,19-05-21-0-000-009.016
1608,19-05-21-0-000-009.017
1609,19-05-21-0-000-009.018
1610,19-05-21-0-000-009.019
1611,19-05-21-0-000-009.020
1612,19-05-21-0-000-009.021
1613,19-05-21-0-000-009.022
1614,19-05-21-0-000-009.024
1615,19-05-21-0-000-009.025
1616,19-05-21-0-000-009.026
1617,19-05-21-0-000-009.027
1618,19-05-21-0-000-009.028
1619,19-05-21-0-000-009.029
1620,19-05-21-0-000-009.030
1621,19-05-21-0-000-009.031
1622,19-05-21-0-000-009.032
1623,19-05-21-0-000-009.033
1624,19-05-21-0-000-009.034
1625,19-05-21-0-000-009.035
1626,19-05-21-0-000-009.036
1627,19-05-21-0-000-009.037
1628,19-05-21-0-000-009.038
1629,19-05-21-0-000-009.039
1630,19-05-21-0-000-009.040
1631,19-05-21-0-000-009.041
1632,19-05-21-0-000-009.042
1633,19-05-21-0-000-009.043
1634,19-05-21-0-000-009.044
1635,19-05-21-0-000-009.045
1636,19-05-21-0-000-009.046
1637,19-05-21-0-000-009.048
1638,19-05-21-0-000-009.049
1639,19-05-21-0-000-009.050
1640,19-05-21-0-000-009.051
1641,19-05-21-0-000-009.052
1642,19-05-21-0-000-009.053
1643,19-05-21-0-000-009.054
1644,19-05-21-0-000-009.055
1645,19-05-21-0-000-009.056
1646,19-05-21-0-000-009.057
